Date,BEP,EIX,NEE,PCG,SRE,TSLA,Day,Week_Day,Week_Num,Month,Year,Mon,Tue,Wed,Thur,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year_ID
6/30/10,18.82999992,31.71999931,48.75999832,41.09999847,46.79000092,23.82999992,30,4,27,6,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7/1/10,18.82999992,31.30999947,48.95000076,40.84000015,46.43000031,21.95999908,1,5,27,7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/2/10,18.73999977,31.12999916,48.95999908,40.72999954,46.50999832,19.20000076,2,6,27,7,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/6/10,18.72999954,31.51000023,49.40000153,41.38999939,47.06000137,16.11000061,6,3,28,7,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/7/10,18.94000053,32.61000061,50.79999924,42.25999832,48.49000168,15.80000019,7,4,28,7,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/8/10,19.20999908,32.97000122,51,42.54999924,48.84999847,17.45999908,8,5,28,7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/9/10,19.45999908,33.06000137,51.43000031,42.63000107,49.25999832,17.39999962,9,6,28,7,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/12/10,19.32999992,32.95000076,51.90999985,42.99000168,49.31000137,17.04999924,12,2,29,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/13/10,19.5,33.13000107,52.27999878,42.79999924,49.75,18.13999939,13,3,29,7,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/14/10,19.42000008,33.20000076,52.09999847,42.90999985,49.38000107,19.84000015,14,4,29,7,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/15/10,19.31999969,33.31999969,52.93999863,43.52000046,49.40000153,19.88999939,15,5,29,7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/16/10,19.05999947,32.54999924,52.61000061,42.56000137,48.54000092,20.63999939,16,6,29,7,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/19/10,19.15999985,33.06999969,52.77000046,43.34999847,49.45000076,21.90999985,19,2,30,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/20/10,19.44000053,33,52.70000076,43.77000046,49.95000076,20.29999924,20,3,30,7,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/21/10,19.61000061,32.36999893,52.11999893,43.20000076,49.22000122,20.21999931,21,4,30,7,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/22/10,19.5,32.90999985,52.84000015,43.93000031,50.34999847,21,22,5,30,7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/23/10,19.79000092,32.90999985,52.81000137,44.22999954,50.45999908,21.29000092,23,6,30,7,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/26/10,20.04000092,33,52.83000183,44.58000183,50.75999832,20.95000076,26,2,31,7,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/27/10,20.37000084,33.72000122,53.79999924,45.27999878,51.15999985,20.54999924,27,3,31,7,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/28/10,20.01000023,33.56999969,53.06999969,44.81000137,50.58000183,20.71999931,28,4,31,7,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/29/10,20.13999939,33.33000183,52.5,44.47999954,49.95999908,20.35000038,29,5,31,7,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7/30/10,20.37000084,33.15000153,52.29999924,44.40000153,49.75,19.94000053,30,6,31,7,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8/2/10,20.57999992,34.04000092,54.00999832,45.38999939,50.45000076,20.92000008,2,2,32,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/3/10,20.68000031,33.75999832,53.74000168,45.09000015,51.36000061,21.95000076,3,3,32,8,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/4/10,20.64999962,33.81000137,53.59999847,45.29999924,51.45000076,21.26000023,4,4,32,8,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/5/10,20.77000046,33.70999908,53.25999832,45.22999954,51.81999969,20.45000076,5,5,32,8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/6/10,20.36000061,34,53.70999908,45.63999939,51.79999924,19.59000015,6,6,32,8,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/9/10,20.92000008,33.95999908,53.47999954,45.74000168,51.93999863,19.60000038,9,2,33,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/10/10,20.03000069,34.09999847,53.75,46.20999908,52.43000031,19.03000069,10,3,33,8,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/11/10,19.59000015,33.29999924,52.68000031,45.25999832,51.75999832,17.89999962,11,4,33,8,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/12/10,19.64999962,33.33000183,52.06000137,45.59000015,51.27999878,17.60000038,12,5,33,8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/13/10,19.36000061,33.93999863,52.02000046,45.70999908,51.15000153,18.31999969,13,6,33,8,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/16/10,19.22999954,33.86000061,52.15999985,45.77999878,51.24000168,18.78000069,16,2,34,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/17/10,19.93000031,33.95000076,52.47000122,45.99000168,51.40000153,19.14999962,17,3,34,8,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/18/10,19.79999924,33.84000015,52.54999924,45.33000183,51.29999924,18.77000046,18,4,34,8,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/19/10,19.44000053,33.54000092,51.84000015,45.09999847,50.59999847,18.79000092,19,5,34,8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/20/10,19.20000076,33.86000061,53.29000092,45.86000061,50.54000092,19.10000038,20,6,34,8,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/23/10,19.25,33.88000107,53.72000122,46.20000076,51,20.12999916,23,2,35,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/24/10,19.71999931,33.95000076,54.29000092,46.72999954,51.09999847,19.20000076,24,3,35,8,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/25/10,19.48999977,33.77999878,53.27000046,47.06000137,51.25,19.89999962,25,4,35,8,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/26/10,19.45000076,33.25,53.04999924,46.84999847,51.33000183,19.75,26,5,35,8,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/27/10,19.42000008,33.97999954,53.88999939,47.63000107,51.97000122,19.70000076,27,6,35,8,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/30/10,19.39999962,33.43999863,53.25999832,46.77000046,51.00999832,19.87000084,30,2,36,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8/31/10,19.07999992,33.75,53.72999954,46.75999832,50.91999817,19.47999954,31,3,36,8,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9/1/10,19.47999954,34.72999954,54.61999893,47.77999878,52.49000168,20.45000076,1,4,36,9,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/2/10,19.42000008,34.61000061,54.63999939,47.70000076,53.43999863,21.05999947,2,5,36,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/3/10,19.56999969,34.88000107,54.63999939,47.68000031,53.56000137,21.04999924,3,6,36,9,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/7/10,19.88999939,34.68999863,54.29000092,47.95000076,53.24000168,20.54000092,7,3,37,9,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/8/10,19.85000038,34.47999954,54.27000046,47.70000076,52.70999908,20.89999962,8,4,37,9,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/9/10,20.05999947,34.68999863,54.61000061,48.24000168,53.13999939,20.70999908,9,5,37,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/10/10,20.20000076,34.38999939,55.15999985,44.20999908,53.29000092,20.17000008,10,6,37,9,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/13/10,20.27000046,34.11000061,55.45000076,44.25999832,53.36999893,20.71999931,13,2,38,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/14/10,20.53000069,34.34000015,55.02000046,44.86000061,53.45000076,21.12000084,14,3,38,9,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/15/10,20.51000023,33.88000107,53.75,45.47999954,53.15000153,21.97999954,15,4,38,9,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/16/10,20.79999924,33.79999924,53.86999893,45.34999847,53.13999939,20.94000053,16,5,38,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/17/10,20.13999939,33.84999847,53.75999832,45.25999832,53.08000183,20.22999954,17,6,38,9,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/20/10,19.85000038,34.5,54.5,45.36999893,53.40000153,21.05999947,20,2,39,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/21/10,19.82999992,34.70000076,54.09000015,45,52.90999985,20.77000046,21,3,39,9,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/22/10,20.20000076,34.81000137,54.31000137,45.16999817,53.59999847,19.87000084,22,4,39,9,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/23/10,20.26000023,34.56000137,53.54999924,45.22000122,52.68999863,19.55999947,23,5,39,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/24/10,20.43000031,34.68999863,54.5,45.81999969,53.88000107,20.10000038,24,6,39,9,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/27/10,20.52000046,34.59000015,54.66999817,45.90999985,53.63000107,20.53000069,27,2,40,9,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/28/10,20.36000061,34.77000046,55.00999832,45.54999924,53.93000031,21.39999962,28,3,40,9,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/29/10,20.23999977,34.50999832,54.66999817,45.18999863,53.72999954,21.97999954,29,4,40,9,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
9/30/10,20.35000038,34.38999939,54.38999939,45.41999817,53.79999924,20.40999985,30,5,40,9,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10/1/10,20.73999977,34.63000107,54.40999985,45.72000122,54.15999985,20.60000038,1,6,40,10,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/4/10,20.86000061,34.68999863,53.99000168,45.72999954,53.68999863,20.98999977,4,2,41,10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/5/10,20.95999908,35.02000046,54.40000153,46.70000076,54.16999817,21.12000084,5,3,41,10,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/6/10,21.02000046,34.75,54.77999878,46.34000015,54.09000015,20.45999908,6,4,41,10,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/7/10,20.89999962,34.93000031,54.90000153,46.49000168,53.88999939,20.43000031,7,5,41,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/8/10,21.12999916,35.20000076,54.91999817,46.77999878,53.75,20.43000031,8,6,41,10,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/11/10,21.12999916,35.34999847,54.99000168,46.59000015,53.47999954,20.23999977,11,2,42,10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/12/10,21.42000008,35.43000031,55.24000168,46.56000137,53.59999847,20.23999977,12,3,42,10,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/13/10,22.26000023,35.52000046,55.47000122,46.45999908,53.47000122,20.54000092,13,4,42,10,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/14/10,21.59000015,35.50999832,55.34000015,46.68999863,53.20000076,20.75,14,5,42,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/15/10,21.38999939,35.61999893,55.31999969,46.90000153,53.33000183,20.54000092,15,6,42,10,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/18/10,21.48999977,35.97000122,55.81999969,47.20999908,53.88000107,20.22999954,18,2,43,10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/19/10,20.92000008,35.66999817,55.50999832,46.90999985,53.40000153,20.04999924,19,3,43,10,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/20/10,21.26000023,35.97999954,56.02999878,47.5,53.79000092,20.64999962,20,4,43,10,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/21/10,21.34000015,35.86999893,55.59000015,47.34999847,53.34999847,20.75,21,5,43,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/22/10,21.34000015,35.99000168,55.45000076,47.65999985,53.52000046,20.71999931,22,6,43,10,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/25/10,21.34000015,36.06000137,54.84999847,47.66999817,53.79000092,20.85000038,25,2,44,10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/26/10,21.21999931,35.95999908,55.24000168,47.58000183,53.33000183,21.36000061,26,3,44,10,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/27/10,20.96999931,35.90999985,54.70000076,47.45000076,53.13999939,21,27,4,44,10,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/28/10,21.01000023,35.97000122,55.04999924,47.72999954,53.49000168,21.19000053,28,5,44,10,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10/29/10,21,36.90000153,55.04000092,47.81999969,53.47999954,21.84000015,29,6,44,10,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11/1/10,20.88999939,37.04000092,53.91999817,47.52000046,53.13999939,21.40999985,1,2,45,11,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/2/10,21.19000053,37.18000031,54.40000153,48.09000015,53.88999939,21.25,2,3,45,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/3/10,21.26000023,37.15000153,54.63000107,47.88000107,53.65000153,21.77000046,3,4,45,11,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/4/10,21.37999916,37.83000183,55.00999832,48.50999832,53.77999878,24.89999962,4,5,45,11,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/5/10,21.29999924,38.22000122,54.72999954,48.58000183,54.06000137,24.44000053,5,6,45,11,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/8/10,21.25,37.56000137,54.45000076,47.86999893,53.63999939,24.97999954,8,2,46,11,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/9/10,21.40999985,37.56000137,54.43000031,47.56000137,51.59000015,24.62999916,9,3,46,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/10/10,21.11000061,37.50999832,54.13000107,47.47999954,51.90000153,29.36000061,10,4,46,11,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/11/10,20.78000069,38.04000092,53.88999939,47.54999924,51.27999878,28.04000092,11,5,46,11,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/12/10,20.47999954,37.56999969,53.63000107,47.47000122,50.97000122,29.84000015,12,6,46,11,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/15/10,20.67000008,37.77000046,53.56999969,47.84000015,50.70999908,30.79999924,15,2,47,11,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/16/10,20.35000038,37.34000015,52.56000137,47.27000046,49.95999908,29.67000008,16,3,47,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/17/10,20.37999916,37.45999908,52.20999908,47.18000031,49.95000076,29.48999977,17,4,47,11,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/18/10,20.95000076,37.95999908,52.34000015,47.47000122,50.36999893,29.88999939,18,5,47,11,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/19/10,21.12999916,37.84999847,51.97000122,47.5,50.47000122,30.98999977,19,6,47,11,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/22/10,20.95000076,37.74000168,52.09000015,47.50999832,50.50999832,33.40000153,22,2,48,11,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/23/10,20.81999969,37.15000153,51.16999817,46.97999954,50.06999969,34.56999969,23,3,48,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/24/10,20.98999977,37.54999924,51.49000168,47.09000015,50.47000122,35.47000122,24,4,48,11,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/26/10,20.89999962,37.06000137,50.77999878,46.95000076,50.25,35.31999969,26,6,48,11,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/29/10,20.87000084,36.95000076,50.70000076,46.72999954,49.88000107,34.33000183,29,2,49,11,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11/30/10,20.57999992,36.93999863,50.61999893,46.93000031,50.09000015,35.33000183,30,3,49,11,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12/1/10,20.65999985,37.56999969,50.93000031,47.70000076,50.54999924,34.34999847,1,4,49,12,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/2/10,20.93000031,37.79000092,51.22999954,47.83000183,51.00999832,32.34999847,2,5,49,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/3/10,20.90999985,38.06999969,51.09999847,48.13000107,50.99000168,31.48999977,3,6,49,12,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/6/10,20.88999939,38.22999954,50.90999985,47.63000107,50.93999863,30.30999947,6,2,50,12,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/7/10,20.79999924,38.5,50.84000015,47.25999832,50.93999863,31.55999947,7,3,50,12,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/8/10,20.52000046,38.31999969,50.88000107,46.79999924,50.79999924,32.36999893,8,4,50,12,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/9/10,20.56999969,37.83000183,51.08000183,46.84000015,51.34000015,32.04999924,9,5,50,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/10/10,20.55999947,38.18000031,52,47.02999878,51.27999878,31.52000046,10,6,50,12,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/13/10,20.62000084,38.36000061,52.09000015,47.22999954,51.34999847,30.54999924,13,2,51,12,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/14/10,20.61000061,38.47999954,51.43000031,47.66999817,51.75,28.53000069,14,3,51,12,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/15/10,20.90999985,37.75,50.84000015,47.18000031,51.56999969,29.60000038,15,4,51,12,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/16/10,20.75,38.45000076,51.22000122,47.88000107,51.90999985,30.80999947,16,5,51,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/17/10,20.62999916,38.68000031,51.66999817,48.09999847,52.47000122,31.36000061,17,6,51,12,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/20/10,20.60000038,38.86000061,51.52999878,48.41999817,52.40999985,31.70000076,20,2,52,12,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/21/10,20.61000061,38.84000015,51.11999893,48.06000137,51.90000153,32.25999832,21,3,52,12,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/22/10,20.78000069,38.66999817,52.06999969,48.06000137,52.11000061,32.63000107,22,4,52,12,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/23/10,20.95000076,38.70000076,52.16999817,48.34000015,52.15999985,30.09000015,23,5,52,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/27/10,20.95000076,38.93999863,52.15000153,48.24000168,52.20000076,25.54999924,27,2,53,12,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/28/10,20.95000076,39.18999863,52.29000092,48.34000015,52.27999878,26.40999985,28,3,53,12,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/29/10,21.14999962,38.74000168,52.06999969,47.90000153,52.31999969,27.72999954,29,4,53,12,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/30/10,20.98999977,38.65999985,51.97000122,47.68999863,52.36999893,26.5,30,5,53,12,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12/31/10,20.82999992,38.59999847,51.99000168,47.84000015,52.47999954,26.62999916,31,6,53,12,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1/3/11,20.82999992,38.68000031,52.22999954,47.38999939,52.45999908,26.62000084,3,2,2,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/4/11,20.87000084,38.90999985,52.75,47.59999847,52.47000122,26.67000008,4,3,2,1,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/5/11,20.95999908,38.41999817,52.34000015,46.86000061,51.90000153,26.82999992,5,4,2,1,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/6/11,21.06999969,38.5,52.11000061,47.20999908,51.77000046,27.87999916,6,5,2,1,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/7/11,21.30999947,38.74000168,52.22000122,47.02000046,51.65000153,28.23999977,7,6,2,1,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/10/11,21.10000038,38.13000107,52.91999817,46.52000046,51.54999924,28.45000076,10,2,3,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/11/11,21.10000038,38.09999847,52.75999832,46.65999985,51.70000076,26.95999908,11,3,3,1,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/12/11,21.06999969,38.11999893,53.63000107,46.72000122,51.90000153,26.95999908,12,4,3,1,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/13/11,21.29000092,37.95999908,53.75999832,46.93999863,51.95999908,26.21999931,13,5,3,1,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/14/11,21.47999954,37.77999878,54.15000153,47.33000183,52.34999847,25.75,14,6,3,1,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/18/11,21.19000053,38.04999924,54.29999924,47.36000061,52.08000183,25.63999939,18,3,4,1,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/19/11,20.85000038,37.61999893,54.06000137,47.34000015,51.93999863,24.03000069,19,4,4,1,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/20/11,20.94000053,37.70000076,54.25,47,52.29999924,22.62000084,20,5,4,1,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/21/11,20.95000076,37.38999939,54.41999817,46.93999863,52.43000031,23.04000092,21,6,4,1,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/24/11,20.94000053,37.70999908,54.13999939,47.45999908,52.61999893,24.48999977,24,2,5,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/25/11,20.88999939,37.5,54.56999969,47,52.58000183,24.68000031,25,3,5,1,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/26/11,21.13999939,37.29999924,54.20999908,46.72000122,52.45000076,24.75,26,4,5,1,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/27/11,21.12999916,37.15999985,54.40999985,46.97999954,52.33000183,24.92000008,27,5,5,1,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/28/11,20.97999954,36.31000137,54.02999878,46.24000168,51.86999893,24.01000023,28,6,5,1,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1/31/11,21.12999916,36.27999878,53.45999908,46.27999878,52.06999969,24.10000038,31,2,6,1,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2/1/11,21.31999969,36.63999939,54.52999878,46.59999847,52.90999985,23.90999985,1,3,6,2,2011,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
