Date,BEP,EIX,NEE,PCG,SRE,TSLA
2018-12-26,25.3700008392334,56.20000076293945,170.33999633789062,23.329999923706055,107.98999786376953,326.0899963378906
2018-12-27,25.260000228881836,57.0,172.16000366210938,23.600000381469727,107.61000061035156,316.1300048828125
2018-12-28,25.549999237060547,57.22999954223633,172.72000122070312,23.889999389648438,107.2699966430664,333.8699951171875
2018-12-31,25.899999618530273,56.77000045776367,173.82000732421875,23.75,108.19000244140625,332.79998779296875
2019-01-02,26.31999969482422,56.75,169.8300018310547,23.799999237060547,106.76000213623047,310.1199951171875
2019-01-03,26.860000610351562,56.84000015258789,169.41000366210938,23.950000762939453,107.25,300.3599853515625
2019-01-04,27.719999313354492,58.41999816894531,172.52999877929688,24.399999618530273,110.45999908447266,317.69000244140625
2019-01-07,27.959999084472656,57.34000015258789,172.27999877929688,18.950000762939453,110.44000244140625,334.9599914550781
2019-01-08,28.1299991607666,57.65999984741211,173.5399932861328,17.559999465942383,113.52999877929688,335.3500061035156
2019-01-09,28.530000686645508,58.400001525878906,172.7899932861328,17.829999923706055,112.41999816894531,338.5299987792969
2019-01-10,28.489999771118164,59.34000015258789,175.38999938964844,17.760000228881836,114.43000030517578,344.9700012207031
2019-01-11,28.34000015258789,59.31999969482422,175.7100067138672,17.59000015258789,114.05999755859375,347.260009765625
2019-01-14,28.020000457763672,58.150001525878906,171.22999572753906,8.380000114440918,111.76000213623047,334.3999938964844
2019-01-15,28.219999313354492,55.04999923706055,174.72000122070312,6.909999847412109,112.55000305175781,344.42999267578125
2019-01-16,28.18000030517578,54.18000030517578,174.67999267578125,7.03000020980835,112.66000366210938,346.04998779296875
2019-01-17,28.299999237060547,53.5099983215332,175.49000549316406,6.360000133514404,112.36000061035156,347.30999755859375
2019-01-18,28.510000228881836,54.880001068115234,176.08999633789062,7.230000019073486,112.66999816894531,302.260009765625
2019-01-22,28.459999084472656,54.209999084472656,177.3800048828125,7.699999809265137,112.37000274658203,298.9200134277344
2019-01-23,28.540000915527344,54.93000030517578,179.3800048828125,7.989999771118164,112.91000366210938,287.5899963378906
2019-01-24,28.649999618530273,55.13999938964844,180.27999877929688,13.949999809265137,113.3499984741211,291.510009765625
2019-01-25,29.110000610351562,55.43000030517578,174.1999969482422,11.770000457763672,113.0999984741211,297.0400085449219
2019-01-28,29.040000915527344,54.5099983215332,172.47000122070312,12.010000228881836,113.0,296.3800048828125
2019-01-29,29.049999237060547,55.18000030517578,172.86000061035156,13.989999771118164,113.8499984741211,297.4599914550781
2019-01-30,29.06999969482422,55.83000183105469,173.58999633789062,13.670000076293945,114.9000015258789,308.7699890136719
2019-01-31,28.84000015258789,56.970001220703125,178.97999572753906,13.0,116.9800033569336,307.0199890136719
2019-02-01,28.989999771118164,56.59000015258789,177.82000732421875,13.079999923706055,116.75,312.2099914550781
2019-02-04,28.93000030517578,56.13999938964844,178.10000610351562,13.289999961853027,117.19000244140625,312.8900146484375
2019-02-05,28.850000381469727,56.13999938964844,178.1699981689453,14.079999923706055,117.08999633789062,321.3500061035156
2019-02-06,28.59000015258789,55.61000061035156,178.10000610351562,13.670000076293945,117.75,317.2200012207031
2019-02-07,28.329999923706055,57.689998626708984,181.35000610351562,14.0600004196167,118.0199966430664,307.510009765625
2019-02-08,29.290000915527344,58.08000183105469,183.00999450683594,14.199999809265137,117.91999816894531,305.79998779296875
2019-02-11,29.040000915527344,58.41999816894531,183.00999450683594,14.329999923706055,114.94999694824219,312.8399963378906
2019-02-12,29.030000686645508,60.06999969482422,183.27000427246094,15.430000305175781,114.12000274658203,311.80999755859375
2019-02-13,28.950000762939453,60.40999984741211,182.85000610351562,15.210000038146973,114.23999786376953,308.1700134277344
2019-02-14,29.209999084472656,60.52000045776367,182.61000061035156,15.470000267028809,114.05000305175781,303.7699890136719
2019-02-15,29.479999542236328,60.5,184.0399932861328,15.479999542236328,115.26000213623047,307.8800048828125
2019-02-19,29.920000076293945,61.650001525878906,185.3699951171875,17.739999771118164,116.2699966430664,305.6400146484375
2019-02-20,29.81999969482422,62.68000030517578,185.63999938964844,18.209999084472656,117.12999725341797,302.55999755859375
2019-02-21,29.809999465942383,61.2599983215332,186.55999755859375,19.399999618530273,117.66999816894531,291.2300109863281
2019-02-22,30.010000228881836,61.40999984741211,188.1300048828125,18.770000457763672,118.4800033569336,294.7099914550781
2019-02-25,30.100000381469727,60.66999816894531,187.8800048828125,18.649999618530273,117.58999633789062,298.7699890136719
2019-02-26,30.43000030517578,61.34000015258789,188.22999572753906,18.520000457763672,118.9000015258789,297.8599853515625
2019-02-27,29.860000610351562,60.61000061035156,186.80999755859375,17.799999237060547,120.33000183105469,314.739990234375
2019-02-28,30.09000015258789,59.88999938964844,187.72000122070312,17.030000686645508,120.44000244140625,319.8800048828125
2019-03-01,29.969999313354492,61.310001373291016,187.55999755859375,17.90999984741211,121.26000213623047,294.7900085449219
2019-03-04,30.200000762939453,62.09000015258789,188.24000549316406,18.049999237060547,121.33000183105469,285.3599853515625
2019-03-05,30.190000534057617,62.5,188.32000732421875,18.309999465942383,121.08000183105469,276.5400085449219
2019-03-06,30.479999542236328,61.72999954223633,187.57000732421875,18.360000610351562,120.97000122070312,276.239990234375
2019-03-07,30.5,62.20000076293945,187.92999267578125,19.06999969482422,121.69999694824219,276.5899963378906
2019-03-08,30.760000228881836,62.04999923706055,188.6999969482422,19.389999389648438,122.30000305175781,284.1400146484375
2019-03-11,30.850000381469727,63.130001068115234,189.5,19.3799991607666,123.19000244140625,290.9200134277344
2019-03-12,30.93000030517578,64.16000366210938,190.88999938964844,19.219999313354492,124.0,283.3599853515625
2019-03-13,31.040000915527344,64.0999984741211,190.97000122070312,19.459999084472656,124.33999633789062,288.9599914550781
2019-03-14,31.219999313354492,64.05000305175781,190.97999572753906,19.510000228881836,124.44999694824219,289.9599914550781
